EmployeeNumber,Department,JobRole,JobLevel,Age,Gender,Attrition,JML_Status,AccessLevel,RiskScore,RiskLevel,YearsAtCompany,YearsInCurrentRole,BusinessTravel,OverTime,PerformanceRating,EmployeeID
1615,Research & Development,Manufacturing Director,2,34,Male,No,Stable,Write,35,Medium,9,7,Travel_Frequently,No,3,EMP1615
1617,Research & Development,Laboratory Technician,1,49,Female,No,Stable,Read,20,Low,9,6,Travel_Rarely,No,3,EMP1617
1618,Research & Development,Manufacturing Director,2,39,Male,No,Stable,Write,30,Medium,7,7,Travel_Rarely,No,3,EMP1618
1619,Research & Development,Laboratory Technician,1,27,Male,No,Stable,Read,20,Low,7,7,Travel_Rarely,No,3,EMP1619
1621,Research & Development,Research Scientist,2,35,Male,No,Stable,Write,35,Medium,16,15,Travel_Rarely,No,3,EMP1621
1622,Research & Development,Manufacturing Director,2,28,Female,No,Stable,Write,30,Medium,5,3,Travel_Rarely,No,4,EMP1622
1623,Research & Development,Research Scientist,1,21,Male,No,Stable,Write,20,Low,2,2,Travel_Rarely,No,3,EMP1623
1624,Sales,Sales Representative,1,18,Female,Yes,Leaver,Read,75,Critical,0,0,Travel_Frequently,Yes,3,EMP1624
1625,Human Resources,Manager,5,47,Female,No,Stable,Write,30,Medium,5,2,Travel_Rarely,No,3,EMP1625
1627,Research & Development,Laboratory Technician,2,39,Male,No,Stable,Read,20,Low,10,8,Travel_Rarely,No,3,EMP1627
1628,Research & Development,Manufacturing Director,3,40,Female,No,Stable,Write,35,Medium,18,15,Travel_Rarely,No,3,EMP1628
1630,Research & Development,Healthcare Representative,2,35,Female,No,Stable,Read,20,Low,14,11,Non-Travel,No,3,EMP1630
1631,Research & Development,Manufacturing Director,2,37,Male,No,Stable,Write,20,Low,4,3,Travel_Rarely,No,3,EMP1631
1633,Research & Development,Manufacturing Director,2,39,Female,No,Stable,Write,35,Medium,9,2,Travel_Frequently,No,3,EMP1633
1635,Research & Development,Manufacturing Director,2,45,Female,No,Stable,Write,30,Medium,10,7,Travel_Rarely,No,3,EMP1635
1638,Research & Development,Manufacturing Director,3,38,Female,No,Stable,Write,30,Medium,5,4,Travel_Rarely,Yes,3,EMP1638
1639,Sales,Sales Executive,3,35,Male,Yes,Leaver,Write,85,Critical,13,12,Travel_Rarely,No,3,EMP1639
1640,Research & Development,Research Scientist,1,37,Female,No,Stable,Write,30,Medium,8,4,Travel_Rarely,No,3,EMP1640
1641,Research & Development,Manufacturing Director,3,40,Female,No,Stable,Write,30,Medium,4,2,Travel_Rarely,Yes,3,EMP1641
1642,Human Resources,Human Resources,2,44,Male,No,Stable,Read,35,Medium,10,7,Travel_Frequently,Yes,3,EMP1642
1644,Research & Development,Manager,4,48,Male,No,Stable,Write,25,Low,2,2,Travel_Frequently,No,4,EMP1644
1645,Sales,Sales Executive,2,35,Male,Yes,Leaver,Write,70,Critical,2,2,Travel_Rarely,Yes,3,EMP1645
1646,Research & Development,Research Scientist,1,24,Female,No,Stable,Write,45,Medium,6,3,Travel_Frequently,Yes,3,EMP1646
1647,Research & Development,Research Scientist,1,27,Female,No,Stable,Write,20,Low,3,2,Travel_Rarely,No,3,EMP1647
1648,Research & Development,Research Scientist,1,27,Male,No,Stable,Write,25,Low,4,2,Travel_Frequently,No,3,EMP1648
1649,Research & Development,Laboratory Technician,1,40,Male,Yes,Leaver,Read,60,High,4,2,Travel_Rarely,Yes,3,EMP1649
1650,Sales,Sales Executive,2,29,Male,No,Stable,Write,20,Low,5,2,Travel_Rarely,No,3,EMP1650
1651,Research & Development,Healthcare Representative,3,36,Female,No,Stable,Read,10,Low,3,2,Travel_Rarely,No,3,EMP1651
1653,Research & Development,Manufacturing Director,2,25,Male,No,Stable,Write,35,Medium,7,7,Travel_Frequently,No,3,EMP1653
1654,Research & Development,Manufacturing Director,2,39,Male,No,Stable,Write,30,Medium,5,4,Travel_Rarely,No,4,EMP1654
1655,Research & Development,Research Director,4,49,Female,No,Stable,Admin,35,Medium,4,2,Travel_Rarely,No,3,EMP1655
1656,Research & Development,Research Director,3,50,Female,No,Stable,Admin,50,High,14,11,Travel_Rarely,No,3,EMP1656
1657,Sales,Sales Representative,1,20,Female,No,Stable,Read,10,Low,2,2,Travel_Rarely,No,3,EMP1657
1658,Research & Development,Research Scientist,2,34,Female,No,Stable,Write,35,Medium,11,8,Travel_Rarely,No,3,EMP1658
1659,Research & Development,Laboratory Technician,1,36,Male,No,Stable,Read,10,Low,4,3,Travel_Rarely,No,3,EMP1659
1661,Research & Development,Healthcare Representative,4,49,Female,No,Stable,Read,35,Medium,15,11,Travel_Rarely,Yes,3,EMP1661
1662,Research & Development,Manufacturing Director,2,36,Female,No,Stable,Write,15,Low,3,2,Non-Travel,No,3,EMP1662
1664,Research & Development,Healthcare Representative,2,36,Male,No,Stable,Read,10,Low,5,4,Travel_Rarely,No,4,EMP1664
1665,Research & Development,Manager,4,54,Female,No,Stable,Write,30,Medium,10,8,Travel_Rarely,No,4,EMP1665
1666,Research & Development,Research Director,4,43,Male,No,Stable,Admin,50,High,14,10,Travel_Rarely,No,4,EMP1666
1667,Sales,Sales Executive,2,35,Male,Yes,Leaver,Write,90,Critical,11,9,Travel_Frequently,Yes,4,EMP1667
1668,Research & Development,Research Scientist,2,38,Male,No,Stable,Write,40,Medium,13,11,Travel_Frequently,No,3,EMP1668
1669,Sales,Sales Executive,2,29,Male,No,Mover,Write,60,High,10,0,Travel_Rarely,Yes,3,EMP1669
1670,Sales,Sales Executive,2,33,Male,No,Stable,Write,30,Medium,6,2,Travel_Rarely,No,3,EMP1670
1671,Research & Development,Research Scientist,2,32,Male,No,Stable,Write,30,Medium,9,5,Travel_Rarely,No,3,EMP1671
1673,Sales,Sales Executive,2,31,Female,No,Mover,Write,50,High,10,0,Travel_Rarely,No,3,EMP1673
1674,Research & Development,Laboratory Technician,1,49,Female,No,Stable,Read,20,Low,2,2,Travel_Rarely,Yes,3,EMP1674
1675,Research & Development,Laboratory Technician,1,38,Female,No,Stable,Read,15,Low,4,3,Travel_Frequently,No,4,EMP1675
1676,Sales,Manager,4,47,Female,No,Stable,Write,20,Low,3,2,Travel_Rarely,No,3,EMP1676
1677,Research & Development,Manager,4,49,Male,No,Stable,Write,40,Medium,8,7,Travel_Rarely,No,3,EMP1677
1678,Sales,Sales Executive,3,41,Male,No,Mover,Write,50,High,2,0,Travel_Rarely,Yes,3,EMP1678
1680,Sales,Sales Representative,1,20,Male,No,Stable,Read,10,Low,2,2,Travel_Rarely,No,3,EMP1680
1681,Sales,Sales Executive,2,33,Female,No,Stable,Write,35,Medium,6,5,Non-Travel,Yes,4,EMP1681
1682,Research & Development,Healthcare Representative,2,36,Male,No,Stable,Read,10,Low,3,2,Travel_Rarely,No,3,EMP1682
1683,Human Resources,Human Resources,1,44,Female,No,Stable,Read,20,Low,2,2,Travel_Rarely,Yes,3,EMP1683
1684,Research & Development,Laboratory Technician,1,23,Male,Yes,Leaver,Read,60,High,5,4,Travel_Rarely,Yes,3,EMP1684
1687,Research & Development,Laboratory Technician,1,38,Female,No,Mover,Read,40,Medium,0,0,Travel_Rarely,No,3,EMP1687
1689,Research & Development,Healthcare Representative,3,53,Male,No,Stable,Read,10,Low,4,3,Travel_Rarely,No,3,EMP1689
1691,Sales,Sales Representative,1,48,Female,Yes,Leaver,Read,75,Critical,9,7,Travel_Frequently,Yes,3,EMP1691
1692,Research & Development,Laboratory Technician,1,32,Male,Yes,Leaver,Read,60,High,1,0,Travel_Rarely,No,3,EMP1692
1693,Research & Development,Laboratory Technician,1,26,Male,No,Stable,Read,15,Low,7,7,Non-Travel,No,4,EMP1693
1694,Research & Development,Research Scientist,1,55,Male,No,Stable,Write,20,Low,4,2,Travel_Rarely,No,3,EMP1694
1696,Research & Development,Laboratory Technician,2,34,Male,No,Stable,Read,25,Low,15,10,Travel_Rarely,No,3,EMP1696
1697,Research & Development,Healthcare Representative,3,60,Male,No,Mover,Read,40,Medium,1,0,Travel_Rarely,No,4,EMP1697
1698,Research & Development,Laboratory Technician,1,33,Male,No,Stable,Read,25,Low,14,11,Travel_Rarely,No,3,EMP1698
1700,Sales,Sales Executive,2,37,Male,No,Stable,Write,35,Medium,6,3,Travel_Frequently,No,3,EMP1700
1701,Research & Development,Research Scientist,1,34,Female,No,Stable,Write,30,Medium,10,9,Travel_Rarely,No,3,EMP1701
1702,Sales,Sales Representative,1,23,Male,Yes,Leaver,Read,60,High,3,2,Travel_Rarely,Yes,4,EMP1702
1703,Research & Development,Healthcare Representative,3,44,Female,No,Stable,Read,30,Medium,8,7,Travel_Rarely,Yes,3,EMP1703
1704,Research & Development,Research Scientist,1,35,Male,No,Stable,Write,35,Medium,5,4,Travel_Frequently,Yes,3,EMP1704
1706,Sales,Sales Executive,2,43,Male,No,Stable,Write,40,Medium,10,9,Travel_Rarely,Yes,3,EMP1706
1707,Research & Development,Research Scientist,1,24,Male,No,Stable,Write,20,Low,5,3,Travel_Rarely,No,3,EMP1707
1708,Sales,Sales Executive,3,41,Male,No,Stable,Write,30,Medium,10,8,Travel_Rarely,No,3,EMP1708
1709,Research & Development,Laboratory Technician,1,29,Female,No,Stable,Read,10,Low,5,3,Travel_Rarely,No,3,EMP1709
1710,Sales,Sales Representative,2,36,Female,No,Stable,Read,25,Low,13,7,Travel_Rarely,No,3,EMP1710
1712,Research & Development,Healthcare Representative,3,45,Male,No,Stable,Read,20,Low,23,15,Non-Travel,No,4,EMP1712
1714,Human Resources,Human Resources,1,24,Male,Yes,Leaver,Read,60,High,1,0,Travel_Rarely,No,3,EMP1714
1716,Sales,Sales Executive,4,47,Male,Yes,Leaver,Write,80,Critical,23,5,Travel_Frequently,No,3,EMP1716
1718,Research & Development,Laboratory Technician,1,26,Male,No,Stable,Read,10,Low,3,2,Travel_Rarely,No,3,EMP1718
1719,Research & Development,Research Director,4,45,Female,No,Stable,Admin,50,High,21,6,Travel_Rarely,No,3,EMP1719
1720,Research & Development,Research Scientist,1,32,Male,No,Stable,Write,25,Low,5,2,Travel_Frequently,No,3,EMP1720
1721,Research & Development,Laboratory Technician,1,31,Male,No,Stable,Read,10,Low,5,2,Travel_Rarely,No,3,EMP1721
1722,Human Resources,Human Resources,2,41,Male,No,Stable,Read,5,Low,3,2,Non-Travel,No,3,EMP1722
1724,Research & Development,Manufacturing Director,2,40,Female,No,Mover,Write,60,High,1,0,Travel_Rarely,Yes,3,EMP1724
1725,Research & Development,Laboratory Technician,1,24,Male,No,Stable,Read,20,Low,6,2,Travel_Rarely,No,3,EMP1725
1727,Research & Development,Healthcare Representative,2,46,Male,No,Stable,Read,20,Low,10,7,Travel_Rarely,No,3,EMP1727
1728,Research & Development,Manufacturing Director,2,35,Male,No,Stable,Write,30,Medium,7,7,Travel_Rarely,No,3,EMP1728
1729,Research & Development,Research Scientist,1,30,Male,No,Mover,Write,50,High,10,0,Travel_Rarely,No,3,EMP1729
1731,Sales,Sales Executive,2,47,Male,No,Mover,Write,45,Medium,1,0,Non-Travel,No,3,EMP1731
1732,Sales,Sales Executive,3,46,Male,No,Stable,Write,40,Medium,10,6,Travel_Rarely,Yes,3,EMP1732
1733,Sales,Sales Executive,2,36,Male,Yes,Leaver,Write,70,Critical,2,2,Travel_Rarely,Yes,3,EMP1733
1734,Sales,Sales Executive,2,32,Male,Yes,Leaver,Write,70,Critical,0,0,Travel_Rarely,No,3,EMP1734
1735,Research & Development,Laboratory Technician,1,23,Female,No,Stable,Read,10,Low,3,2,Travel_Rarely,No,3,EMP1735
1736,Research & Development,Manufacturing Director,2,31,Female,No,Stable,Write,25,Low,5,4,Travel_Frequently,No,4,EMP1736
1737,Research & Development,Laboratory Technician,2,39,Male,No,Stable,Read,25,Low,9,8,Non-Travel,Yes,3,EMP1737
1739,Sales,Sales Executive,3,32,Male,No,Stable,Write,20,Low,4,3,Travel_Rarely,No,3,EMP1739
1740,Sales,Manager,5,40,Male,No,Stable,Write,35,Medium,21,8,Travel_Rarely,No,3,EMP1740
1744,Human Resources,Human Resources,3,45,Female,No,Mover,Read,30,Medium,5,0,Travel_Rarely,No,4,EMP1744
1745,Research & Development,Research Scientist,1,30,Female,No,Stable,Write,35,Medium,9,7,Travel_Frequently,No,3,EMP1745
1746,Human Resources,Human Resources,1,24,Male,No,Stable,Read,25,Low,2,2,Travel_Frequently,No,3,EMP1746
1747,Human Resources,Human Resources,1,30,Female,Yes,Leaver,Read,55,High,4,2,Travel_Frequently,No,3,EMP1747
1749,Sales,Sales Executive,2,31,Male,No,Stable,Write,20,Low,5,2,Travel_Rarely,No,3,EMP1749
1751,Research & Development,Research Scientist,1,27,Female,No,Stable,Write,30,Medium,6,2,Travel_Rarely,No,3,EMP1751
1752,Sales,Sales Representative,1,29,Female,Yes,Leaver,Read,50,High,2,2,Travel_Rarely,No,3,EMP1752
1753,Research & Development,Healthcare Representative,2,29,Male,No,Stable,Read,25,Low,3,2,Travel_Frequently,Yes,3,EMP1753
1754,Sales,Sales Executive,3,30,Male,No,Stable,Write,30,Medium,7,7,Travel_Rarely,No,3,EMP1754
1755,Research & Development,Research Scientist,1,34,Male,No,Mover,Write,50,High,5,0,Travel_Rarely,Yes,3,EMP1755
1756,Sales,Sales Executive,2,33,Female,No,Stable,Write,30,Medium,11,7,Non-Travel,No,3,EMP1756
1757,Sales,Sales Executive,2,49,Female,No,Mover,Write,40,Medium,5,1,Travel_Rarely,No,3,EMP1757
1758,Sales,Sales Executive,3,33,Female,Yes,Leaver,Write,80,Critical,0,0,Travel_Rarely,Yes,4,EMP1758
1760,Research & Development,Laboratory Technician,1,38,Female,No,Mover,Read,45,Medium,6,1,Travel_Frequently,No,3,EMP1760
1761,Sales,Sales Executive,3,31,Male,Yes,Leaver,Write,70,Critical,1,0,Travel_Rarely,No,3,EMP1761
1762,Research & Development,Research Scientist,1,29,Female,No,Mover,Write,50,High,1,0,Travel_Rarely,No,3,EMP1762
1763,Research & Development,Healthcare Representative,2,30,Male,No,Mover,Read,40,Medium,7,0,Travel_Rarely,No,3,EMP1763
1764,Research & Development,Research Scientist,1,32,Male,No,Stable,Write,25,Low,7,7,Non-Travel,No,3,EMP1764
1766,Research & Development,Healthcare Representative,2,38,Male,No,Mover,Read,50,High,1,0,Travel_Rarely,Yes,3,EMP1766
1767,Research & Development,Research Scientist,1,43,Male,Yes,Leaver,Write,85,Critical,1,0,Travel_Frequently,Yes,3,EMP1767
1768,Research & Development,Laboratory Technician,1,42,Male,No,Stable,Read,10,Low,5,3,Travel_Rarely,No,4,EMP1768
1770,Research & Development,Research Director,5,55,Male,No,Mover,Admin,65,High,1,0,Travel_Rarely,No,3,EMP1770
1771,Research & Development,Research Scientist,2,33,Male,No,Stable,Write,25,Low,9,8,Non-Travel,No,3,EMP1771
1772,Research & Development,Laboratory Technician,1,41,Male,No,Stable,Read,10,Low,5,3,Travel_Rarely,No,4,EMP1772
1774,Sales,Sales Executive,2,34,Male,No,Stable,Write,40,Medium,15,14,Non-Travel,Yes,3,EMP1774
1775,Research & Development,Manufacturing Director,4,53,Female,No,Stable,Write,25,Low,3,2,Non-Travel,Yes,4,EMP1775
1778,Human Resources,Human Resources,1,43,Male,No,Stable,Read,20,Low,9,7,Travel_Rarely,No,3,EMP1778
1779,Sales,Sales Executive,2,34,Female,No,Stable,Write,20,Low,2,2,Travel_Rarely,No,3,EMP1779
1780,Sales,Sales Representative,1,21,Male,Yes,Leaver,Read,60,High,1,0,Travel_Rarely,No,3,EMP1780
1782,Research & Development,Laboratory Technician,1,38,Female,No,Stable,Read,10,Low,5,4,Travel_Rarely,No,3,EMP1782
1783,Research & Development,Laboratory Technician,1,22,Female,Yes,Leaver,Read,70,Critical,1,0,Travel_Rarely,Yes,3,EMP1783
1784,Sales,Sales Executive,2,31,Female,No,Stable,Write,35,Medium,12,7,Travel_Rarely,No,3,EMP1784
1786,Research & Development,Manager,3,51,Female,No,Stable,Write,20,Low,2,2,Travel_Rarely,No,3,EMP1786
1787,Sales,Sales Executive,2,37,Male,No,Stable,Write,20,Low,5,2,Travel_Rarely,No,3,EMP1787
1789,Research & Development,Research Director,5,46,Male,No,Mover,Admin,65,High,2,1,Travel_Rarely,Yes,3,EMP1789
1790,Research & Development,Healthcare Representative,3,36,Male,No,Stable,Read,35,Medium,12,8,Travel_Rarely,Yes,3,EMP1790
1792,Research & Development,Research Scientist,1,44,Male,Yes,Leaver,Write,75,Critical,5,3,Travel_Frequently,Yes,3,EMP1792
1794,Human Resources,Human Resources,2,37,Male,No,Mover,Read,40,Medium,10,0,Travel_Rarely,No,3,EMP1794
1797,Sales,Sales Executive,2,35,Male,Yes,Leaver,Write,80,Critical,10,7,Travel_Rarely,Yes,3,EMP1797
1798,Research & Development,Research Scientist,1,33,Male,No,Stable,Write,30,Medium,10,8,Travel_Rarely,No,3,EMP1798
1799,Research & Development,Research Scientist,1,28,Male,No,Stable,Write,20,Low,5,3,Travel_Rarely,No,3,EMP1799
1800,Research & Development,Research Director,3,39,Male,No,Stable,Admin,35,Medium,4,3,Travel_Rarely,No,4,EMP1800
1801,Sales,Sales Executive,2,46,Male,No,Stable,Write,15,Low,2,2,Non-Travel,No,3,EMP1801
1802,Research & Development,Laboratory Technician,1,40,Female,No,Stable,Read,10,Low,4,3,Travel_Rarely,No,3,EMP1802
1803,Research & Development,Healthcare Representative,2,42,Male,No,Mover,Read,40,Medium,0,0,Travel_Rarely,No,3,EMP1803
1804,Research & Development,Manufacturing Director,2,35,Male,No,Stable,Write,25,Low,7,7,Non-Travel,No,3,EMP1804
1805,Human Resources,Human Resources,1,38,Male,No,Stable,Read,20,Low,11,10,Non-Travel,No,3,EMP1805
1807,Research & Development,Laboratory Technician,2,34,Male,Yes,Leaver,Read,65,High,7,1,Travel_Frequently,No,3,EMP1807
1809,Research & Development,Manufacturing Director,2,37,Male,Yes,Leaver,Write,70,Critical,10,3,Travel_Rarely,No,3,EMP1809
1812,Sales,Sales Executive,2,39,Male,No,Mover,Write,45,Medium,2,1,Travel_Frequently,No,3,EMP1812
1813,Research & Development,Research Scientist,1,43,Male,No,Stable,Write,15,Low,3,2,Non-Travel,No,3,EMP1813
1814,Research & Development,Healthcare Representative,2,41,Male,No,Stable,Read,10,Low,3,2,Travel_Rarely,No,3,EMP1814
1815,Sales,Sales Executive,3,41,Female,No,Stable,Write,45,Medium,22,14,Travel_Rarely,Yes,3,EMP1815
1816,Research & Development,Manufacturing Director,3,30,Female,No,Stable,Write,30,Medium,7,7,Travel_Rarely,No,3,EMP1816
1818,Human Resources,Human Resources,1,26,Female,Yes,Leaver,Read,60,High,5,1,Travel_Rarely,Yes,3,EMP1818
1821,Research & Development,Healthcare Representative,2,46,Female,Yes,Leaver,Read,60,High,9,7,Travel_Rarely,No,4,EMP1821
1822,Research & Development,Healthcare Representative,2,40,Female,No,Stable,Read,10,Low,5,3,Travel_Rarely,No,3,EMP1822
1823,Sales,Sales Executive,2,34,Male,No,Stable,Write,30,Medium,10,8,Travel_Rarely,No,4,EMP1823
1824,Sales,Manager,4,58,Male,No,Stable,Write,30,Medium,16,9,Non-Travel,No,4,EMP1824
1826,Research & Development,Laboratory Technician,1,35,Male,No,Stable,Read,10,Low,5,4,Travel_Rarely,No,3,EMP1826
1827,Research & Development,Manufacturing Director,3,47,Female,No,Stable,Write,45,Medium,22,11,Travel_Rarely,Yes,3,EMP1827
1829,Research & Development,Healthcare Representative,2,40,Female,No,Stable,Read,20,Low,7,4,Travel_Rarely,No,3,EMP1829
1830,Research & Development,Research Scientist,2,54,Female,No,Mover,Write,50,High,7,1,Travel_Rarely,No,3,EMP1830
1833,Sales,Sales Executive,3,31,Female,No,Stable,Write,25,Low,3,2,Travel_Frequently,No,3,EMP1833
1834,Research & Development,Research Scientist,1,28,Female,No,Stable,Write,20,Low,3,2,Travel_Rarely,No,4,EMP1834
1835,Sales,Sales Representative,2,38,Female,No,Stable,Read,20,Low,4,2,Travel_Rarely,Yes,4,EMP1835
1836,Sales,Sales Executive,2,26,Male,No,Stable,Write,20,Low,5,3,Travel_Rarely,No,3,EMP1836
1837,Research & Development,Research Director,4,58,Male,No,Stable,Admin,50,High,2,2,Travel_Frequently,Yes,3,EMP1837
1839,Research & Development,Research Scientist,1,18,Female,No,Mover,Write,45,Medium,0,0,Non-Travel,No,3,EMP1839
1842,Human Resources,Human Resources,1,31,Male,Yes,Leaver,Read,60,High,1,0,Travel_Rarely,No,3,EMP1842
1844,Human Resources,Human Resources,1,29,Male,Yes,Leaver,Read,70,Critical,2,2,Travel_Rarely,Yes,3,EMP1844
1845,Sales,Sales Executive,2,45,Female,No,Stable,Write,25,Low,8,7,Non-Travel,No,4,EMP1845
1847,Research & Development,Research Scientist,2,36,Female,No,Mover,Write,60,High,1,0,Travel_Rarely,Yes,4,EMP1847
1849,Sales,Sales Executive,2,43,Male,No,Stable,Write,35,Medium,7,7,Travel_Frequently,No,4,EMP1849
1850,Research & Development,Laboratory Technician,1,27,Female,No,Stable,Read,25,Low,5,4,Travel_Frequently,Yes,3,EMP1850
1852,Research & Development,Laboratory Technician,1,29,Male,No,Stable,Read,30,Medium,11,8,Travel_Frequently,No,3,EMP1852
1853,Sales,Sales Executive,2,32,Male,No,Mover,Write,55,High,0,0,Travel_Frequently,No,3,EMP1853
1854,Research & Development,Research Scientist,1,42,Male,No,Stable,Write,25,Low,6,3,Non-Travel,No,4,EMP1854
1856,Research & Development,Laboratory Technician,1,47,Female,No,Stable,Read,20,Low,2,2,Travel_Rarely,No,3,EMP1856
1857,Research & Development,Manufacturing Director,3,46,Male,No,Stable,Write,30,Medium,9,8,Travel_Rarely,No,3,EMP1857
1858,Human Resources,Human Resources,1,28,Male,No,Stable,Read,5,Low,3,2,Non-Travel,No,3,EMP1858
1859,Research & Development,Healthcare Representative,2,29,Male,No,Mover,Read,40,Medium,7,0,Travel_Rarely,No,3,EMP1859
1860,Research & Development,Laboratory Technician,1,42,Male,No,Mover,Read,40,Medium,0,0,Travel_Rarely,No,3,EMP1860
1862,Sales,Sales Executive,2,32,Male,Yes,Leaver,Write,70,Critical,2,2,Travel_Rarely,Yes,3,EMP1862
1863,Sales,Sales Executive,4,46,Female,No,Stable,Write,35,Medium,19,17,Travel_Rarely,No,3,EMP1863
1864,Sales,Sales Representative,2,27,Female,No,Stable,Read,20,Low,9,8,Travel_Rarely,No,4,EMP1864
1865,Human Resources,Human Resources,1,29,Male,No,Mover,Read,40,Medium,1,0,Travel_Rarely,No,3,EMP1865
1866,Research & Development,Manager,5,43,Female,No,Stable,Write,35,Medium,16,12,Travel_Rarely,No,3,EMP1866
1867,Research & Development,Research Director,5,48,Male,No,Stable,Admin,50,High,22,10,Travel_Rarely,No,3,EMP1867
1868,Research & Development,Research Scientist,1,29,Male,Yes,Leaver,Write,85,Critical,1,0,Travel_Frequently,Yes,4,EMP1868
1869,Sales,Sales Executive,3,46,Female,Yes,Leaver,Write,70,Critical,8,7,Travel_Rarely,No,4,EMP1869
1870,Research & Development,Research Scientist,1,27,Female,No,Stable,Write,35,Medium,7,6,Travel_Frequently,No,3,EMP1870
1871,Research & Development,Research Scientist,2,39,Male,No,Stable,Write,20,Low,2,2,Travel_Rarely,No,3,EMP1871
1873,Research & Development,Research Scientist,1,55,Male,No,Stable,Write,20,Low,5,2,Travel_Rarely,No,4,EMP1873
1875,Sales,Sales Representative,1,28,Female,No,Mover,Read,40,Medium,1,0,Travel_Rarely,No,3,EMP1875
1876,Sales,Sales Representative,1,30,Male,Yes,Leaver,Read,60,High,1,0,Travel_Rarely,No,3,EMP1876
1878,Research & Development,Research Scientist,1,22,Male,Yes,Leaver,Write,80,Critical,1,0,Travel_Rarely,Yes,4,EMP1878
1880,Sales,Sales Executive,2,36,Female,No,Stable,Write,40,Medium,10,9,Travel_Rarely,Yes,3,EMP1880
1881,Research & Development,Laboratory Technician,2,31,Male,No,Stable,Read,20,Low,10,8,Travel_Rarely,No,3,EMP1881
1882,Sales,Sales Executive,3,34,Male,No,Stable,Write,40,Medium,5,3,Travel_Rarely,Yes,3,EMP1882
1883,Research & Development,Laboratory Technician,1,29,Male,No,Stable,Read,10,Low,3,2,Travel_Rarely,No,3,EMP1883
1885,Research & Development,Research Scientist,2,37,Male,No,Stable,Write,30,Medium,5,3,Travel_Rarely,Yes,4,EMP1885
1886,Research & Development,Manufacturing Director,2,35,Female,No,Stable,Write,30,Medium,3,2,Travel_Rarely,Yes,3,EMP1886
1888,Research & Development,Manufacturing Director,2,45,Female,No,Stable,Write,30,Medium,9,8,Travel_Rarely,No,3,EMP1888
1890,Human Resources,Human Resources,2,36,Male,No,Mover,Read,45,Medium,10,1,Travel_Frequently,No,4,EMP1890
1892,Research & Development,Manager,4,40,Male,No,Stable,Write,35,Medium,19,7,Travel_Rarely,No,3,EMP1892
1893,Research & Development,Research Scientist,1,26,Female,No,Mover,Write,60,High,1,0,Travel_Rarely,Yes,3,EMP1893
1898,Sales,Sales Executive,2,27,Female,No,Stable,Write,30,Medium,8,7,Travel_Rarely,No,3,EMP1898
1900,Research & Development,Manager,4,48,Female,No,Stable,Write,40,Medium,22,17,Travel_Frequently,No,3,EMP1900
1903,Research & Development,Healthcare Representative,2,44,Male,No,Mover,Read,30,Medium,2,0,Travel_Rarely,No,3,EMP1903
1905,Research & Development,Research Scientist,1,34,Male,Yes,Leaver,Write,75,Critical,5,2,Non-Travel,Yes,4,EMP1905
1907,Research & Development,Laboratory Technician,1,56,Male,Yes,Leaver,Read,60,High,4,2,Travel_Rarely,No,3,EMP1907
1908,Sales,Sales Executive,2,36,Male,No,Stable,Write,20,Low,4,2,Travel_Rarely,No,3,EMP1908
1909,Sales,Sales Executive,2,41,Female,No,Stable,Write,20,Low,5,4,Travel_Rarely,No,4,EMP1909
1911,Research & Development,Research Director,3,42,Male,No,Stable,Admin,50,High,13,7,Travel_Rarely,No,3,EMP1911
1912,Sales,Sales Executive,2,31,Female,No,Stable,Write,30,Medium,5,2,Travel_Rarely,Yes,3,EMP1912
1915,Sales,Sales Executive,2,34,Female,No,Stable,Write,40,Medium,4,2,Travel_Rarely,Yes,3,EMP1915
1916,Research & Development,Laboratory Technician,1,31,Female,No,Stable,Read,10,Low,2,2,Travel_Rarely,No,3,EMP1916
1918,Research & Development,Laboratory Technician,1,26,Male,No,Stable,Read,25,Low,7,7,Travel_Frequently,No,3,EMP1918
1922,Research & Development,Healthcare Representative,2,45,Male,No,Stable,Read,15,Low,4,2,Travel_Frequently,No,3,EMP1922
1924,Sales,Sales Executive,2,33,Male,No,Stable,Write,30,Medium,10,4,Travel_Rarely,No,3,EMP1924
1927,Sales,Sales Executive,2,28,Male,No,Stable,Write,45,Medium,7,7,Travel_Frequently,Yes,3,EMP1927
1928,Sales,Sales Representative,1,29,Male,Yes,Leaver,Read,65,High,1,0,Travel_Frequently,No,3,EMP1928
1929,Sales,Sales Executive,2,39,Female,No,Stable,Write,15,Low,3,2,Non-Travel,No,3,EMP1929
1931,Research & Development,Research Scientist,1,27,Male,No,Stable,Write,20,Low,5,3,Travel_Rarely,No,3,EMP1931
1932,Research & Development,Research Scientist,2,34,Male,No,Stable,Write,50,High,15,10,Travel_Frequently,Yes,3,EMP1932
1933,Sales,Sales Executive,2,28,Female,Yes,Leaver,Write,70,Critical,2,0,Travel_Rarely,Yes,3,EMP1933
1934,Research & Development,Research Scientist,2,47,Male,No,Stable,Write,25,Low,8,7,Non-Travel,No,3,EMP1934
1935,Sales,Sales Executive,2,56,Female,No,Mover,Write,50,High,0,0,Travel_Rarely,No,3,EMP1935
1936,Research & Development,Manufacturing Director,2,39,Male,No,Mover,Write,50,High,10,0,Travel_Rarely,No,4,EMP1936
1937,Research & Development,Research Scientist,2,38,Female,No,Stable,Write,50,High,20,11,Travel_Frequently,Yes,3,EMP1937
